Category;Date inscribed;ID;Image URL;Code ISO;Location;Region;Short Description;Site;States;;;;
Cultural;1980;30;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/012537afe518a61962436894df442ced;pl;City and County of Warsaw, Masovian Voivodship;Europe and North America;During the Warsaw Uprising in August 1944, more than 85% of Warsaw's historic centre was destroyed by Nazi troops. After the war, a five-year reconstruction campaign by its citizens resulted in today's meticulous restoration of the Old Town, with its churches, palaces and market-place. It is an outstanding example of a near-total reconstruction of a span of history covering the 13th to the 20th century.;Historic Centre of Warsaw;Poland;;;;
Cultural;1995;738;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/be5de7aef969fc7f356ce902b09b9a65;kr;Seoul;Asia and the Pacific;Jongmyo is the oldest and most authentic of the Confucian royal shrines to have been preserved. Dedicated to the forefathers of the Joseon dynasty (1392–1910), the shrine has existed in its present form since the 16th century and houses tablets bearing the teachings of members of the former royal family. Ritual ceremonies linking music, song and dance still take place there, perpetuating a tradition that goes back to the 14th century.;Jongmyo Shrine;Republic of Korea;;;;
Cultural;2014;1439;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/01b31c4a0766c19030102e1566ef1967;kr;;Asia and the Pacific;Namhansanseong was designed as an emergency capital for the Joseon dynasty (1392–1910), in a mountainous site 25 km south-east of Seoul. Built and defended by Buddhist monk-soldiers, it could accommodate 4,000 people and fulfilled important administrative and military functions. Its earliest remains date from the 7th century, but it was rebuilt several times, notably in the early 17th century in anticipation of an attack from the Sino-Manchu Qing dynasty. The city embodies a synthesis of the defensive military engineering concepts of the period, based on Chinese and Japanese influences, and changes in the art of fortification following the introduction from the West of weapons using gunpowder. A city that has always been inhabited, and which was the provincial capital over a long period, it contains evidence of a variety of military, civil and religious buildings and has become a symbol of Korean sovereignty.;Namhansanseong;Republic of Korea;;;;
Cultural;1992;604;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/3a1a6126bc606a90af7fdf48df8aec15;ru;;Europe and North America;Situated on the ancient trade route between Central Asia and northern Europe, Novgorod was Russia's first capital in the 9th century. Surrounded by churches and monasteries, it was a centre for Orthodox spirituality as well as Russian architecture. Its medieval monuments and the 14th-century frescoes of Theophanes the Greek (Andrei Rublev's teacher) illustrate the development of its remarkable architecture and cultural creativity.;Historic Monuments of Novgorod and Surroundings;Russian Federation;;;;
Cultural;1993;657;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/ee2bc41c757b3043554031d87fdecd34;ru;Moscow region, town Sergiev-Posad (ex Zagorsk);Europe and North America;This is a fine example of a working Orthodox monastery, with military features that are typical of the 15th to the 18th century, the period during which it developed. The main church of the Lavra, the Cathedral of the Assumption (echoing the Kremlin Cathedral of the same name), contains the tomb of Boris Godunov. Among the treasures of the Lavra is the famous icon, The Trinity , by Andrei Rublev.;Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad;Russian Federation;;;;
Cultural;1986;389;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/db37da86016f684760dcd901fafeed88;rs;Village of Studenica, Commune of Kraljevo, Raška District, Republic of Serbia;Europe and North America;The Studenica Monastery was established in the late 12th century by Stevan Nemanja, founder of the medieval Serb state, shortly after his abdication. It is the largest and richest of Serbia’s Orthodox monasteries. Its two principal monuments, the Church of the Virgin and the Church of the King, both built of white marble, enshrine priceless collections of 13th- and 14th-century Byzantine painting.;Studenica Monastery;Serbia;;;;
Cultural;2015;1483;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/6ee19948edf1ea20fad0d009e1159498;sg;;Asia and the Pacific;Situated at the heart of the city of Singapore, the site demonstrates the evolution of a British tropical colonial botanic garden that has become a modern world-class scientific institution used for both conservation and education. The cultural landscape includes a rich variety of historic features, plantings and buildings that demonstrate the development of the garden since its creation in 1859. It has been an important centre for science, research and plant conservation, notably in connection with the cultivation of rubber plantations, in Southeast Asia since 1875.;Singapore Botanic Gardens;Singapore;;;;
Cultural;2000;987;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/22df896e5171720d23fb2fb1e59fa55e;es;Province of Lugo, Autonomous Community of Galicia;Europe and North America;The walls of Lugo were built in the later part of the 3rd century to defend the Roman town of Lucus. The entire circuit survives intact and is the finest example of late Roman fortifications in western Europe.;Roman Walls of Lugo;Spain;;;;
Cultural;1985;348;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/7c0cc81b9d54c7f894d8fbe5e688e49c;es;Province of Ávila, Autonomous Community of Castile-Leon;Europe and North America;Founded in the 11th century to protect the Spanish territories from the Moors, this 'City of Saints and Stones', the birthplace of St Teresa and the burial place of the Grand Inquisitor Torquemada, has kept its medieval austerity. This purity of form can still be seen in the Gothic cathedral and the fortifications which, with their 82 semicircular towers and nine gates, are the most complete in Spain.;Old Town of Ávila with its Extra-Muros Churches;Spain;;;;
Cultural;2011;1372;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/0b67eb15519d5521ab8e0cb510a1ccda;ir;;Asia and the Pacific;The property includes nine gardens in as many provinces. They exemplify the diversity of Persian garden designs that evolved and adapted to different climate conditions while retaining principles that have their roots in the times of Cyrus the Great, 6th century BC. Always divided into four sectors, with water playing an important role for both irrigation and ornamentation, the Persian garden was conceived to symbolize Eden and the four Zoroastrian elements of sky, earth, water and plants. These gardens, dating back to different periods since the 6th century BC, also feature buildings, pavilions and walls, as well as sophisticated irrigation systems. They have influenced the art of garden design as far as India and Spain.;The Persian Garden;Iran (Islamic Republic of);;;;
Cultural;1988;450;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/d5f8208f505285f74141b795c7ab4a3f;lk;Central Province;Asia and the Pacific;This sacred Buddhist site, popularly known as the city of Senkadagalapura, was the last capital of the Sinhala kings whose patronage enabled the Dinahala culture to flourish for more than 2,500 years until the occupation of Sri Lanka by the British in 1815. It is also the site of the Temple of the Tooth Relic (the sacred tooth of the Buddha), which is a famous pilgrimage site.;Sacred City of Kandy;Sri Lanka;;;;
Cultural;2014;1437;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/838a5d400c079ebe0120c2217543c8f7;iq;;Arab States;Erbil Citadel is a fortified settlement on top of an imposing ovoid-shaped tell (a hill created by many generations of people living and rebuilding on the same spot) in the Kurdistan region, Erbil Governorate. A continuous wall of tall 19th-century façades still conveys the visual impression of an impregnable fortress, dominating the city of Erbil. The citadel features a peculiar fan-like pattern dating back to Erbil’s late Ottoman phase. Written and iconographic historical records document the antiquity of settlement on the site – Erbil corresponds to ancient Arbela, an important Assyrian political and religious centre – while archaeological finds and investigations suggest that the mound conceals the levels and remains of previous settlements.;Erbil Citadel;Iraq;;;;
Cultural;1991;561;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/4ffb2e6cb8f2f002c173b7c1f5ea8c7e;lk;Central Province, Matale District;Asia and the Pacific;A sacred pilgrimage site for 22 centuries, this cave monastery, with its five sanctuaries, is the largest, best-preserved cave-temple complex in Sri Lanka. The Buddhist mural paintings (covering an area of 2,100 m2 ) are of particular importance, as are the 157 statues.;Rangiri Dambulla Cave Temple;Sri Lanka;;;;
Cultural;2001;1042;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/f3a8037ba7b2e8bf0691152bc411a97a;il;Western Galilee;Europe and North America;Acre is a historic walled port-city with continuous settlement from the Phoenician period. The present city is characteristic of a fortified town dating from the Ottoman 18th and 19th centuries, with typical urban components such as the citadel, mosques, khans and baths. The remains of the Crusader town, dating from 1104 to 1291, lie almost intact, both above and below today's street level, providing an exceptional picture of the layout and structures of the capital of the medieval Crusader kingdom of Jerusalem.;Old City of Acre;Israel;;;;
Cultural;2004;1134;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/3ebde6245811c553a3ba56150e10f672;se;County of Halland;Europe and North America;The Varberg Radio Station at Grimeton in southern Sweden (built 1922–24) is an exceptionally well-preserved monument to early wireless transatlantic communication. It consists of the transmitter equipment, including the aerial system of six 127-m high steel towers. Although no longer in regular use, the equipment has been maintained in operating condition. The 109.9-ha site comprises buildings housing the original Alexanderson transmitter, including the towers with their antennae, short-wave transmitters with their antennae, and a residential area with staff housing. The architect Carl Åkerblad designed the main buildings in the neoclassical style and the structural engineer Henrik Kreüger was responsible for the antenna towers, the tallest built structures in Sweden at that time. The site is an outstanding example of the development of telecommunications and is the only surviving example of a major transmitting station based on pre-electronic technology.;Grimeton Radio Station, Varberg;Sweden;;;;
Cultural;1980;93;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/6405457a7fdbaef61822ca631597f6c6;it;Province of Milano, Lombardy;Europe and North America;The refectory of the Convent of Santa Maria delle Grazie forms an integral part of this architectural complex, begun in Milan in 1463 and reworked at the end of the 15th century by Bramante. On the north wall is The Last Supper, the unrivalled masterpiece painted between 1495 and 1497 by Leonardo da Vinci, whose work was to herald a new era in the history of art.;Church and Dominican Convent of Santa Maria delle Grazie with “The Last Supper” by Leonardo da Vinci;Italy;;;;
Cultural;1991;559;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/5e8e28247299d7b3056d49232918c32f;se;Province of Stockholm, Region of Ekero;Europe and North America;The Royal Domain of Drottningholm stands on an island in Lake Mälar in a suburb of Stockholm. With its castle, perfectly preserved theatre (built in 1766), Chinese pavilion and gardens, it is the finest example of an 18th-century north European royal residence inspired by the Palace of Versailles.;Royal Domain of Drottningholm;Sweden;;;;
Cultural;2018;1538;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/489d80b9f18c326ca35a174ee8c0c748;it;;Europe and North America;The industrial city of Ivrea is located in the Piedmont region and developed as the testing ground for Olivetti, manufacturer of typewriters, mechanical calculators and office computers. It comprises a large factory and buildings designed to serve the administration and social services, as well as residential units. Designed by leading Italian urban planners and architects, mostly between the 1930s and the 1960s, this architectural ensemble reflects the ideas of the Community Movement (Movimento Comunità). A model social project, Ivrea expresses a modern vision of the relationship between industrial production and architecture.;Ivrea, industrial city of the 20th century;Italy;;;;
Cultural;1980;22;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/fa73b201018b4be43ca6ff404ad2caec;sy;Governorate of Deraa;Arab States;Bosra, once the capital of the Roman province of Arabia, was an important stopover on the ancient caravan route to Mecca. A magnificent 2nd-century Roman theatre, early Christian ruins and several mosques are found within its great walls.;Ancient City of Bosra;Syrian Arab Republic;;;;
Mixed;2015;1356;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/003d6c5293fc3d59c21da5c4af23e5ac;jm;;Latin America and the Caribbean;The site encompasses a rugged and extensively forested mountainous region in the south-east of Jamaica, which provided refuge first for the indigenous Tainos fleeing slavery and then for Maroons (former enslaved peoples). They resisted the European colonial system in this isolated region by establishing a network of trails, hiding places and settlements, which form the Nanny Town Heritage Route. The forests offered the Maroons everything they needed for their survival. They developed strong spiritual connections with the mountains, still manifest through the intangible cultural legacy of, for example, religious rites, traditional medicine and dances. The site is also a biodiversity hotspot for the Caribbean Islands with a high proportion of endemic plant species, especially lichens, mosses and certain flowering plants.;Blue and John Crow Mountains;Jamaica;;;;
Natural;1993;663;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/1c2e3b53a95de96e4641ee75f2003a9e;jp; Ajigasawa-machi, Nishitsugaru-gun, Aomori Prefecture; Fukaura-machi, Nishitsugaru-gun, Aomori Prefecture; Iwasaki-mura, Nishitsugaru-gun, Aomori Prefecture; Fujisato-machi, Yamamoto-gun, Akita Prefecture ;Asia and the Pacific;Situated in the mountains of northern Honshu, this trackless site includes the last virgin remains of the cool-temperate forest of Siebold's beech trees that once covered the hills and mountain slopes of northern Japan. The black bear, the serow and 87 species of birds can be found in this forest.;Shirakami-Sanchi;Japan;
Natural;1997;801;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/107adf7a91cd9ae4538f52c52f99d9cc;ke;;Africa;The most saline of Africa's large lakes, Turkana is an outstanding laboratory for the study of plant and animal communities. The three National Parks serve as a stopover for migrant waterfowl and are major breeding grounds for the Nile crocodile, hippopotamus and a variety of venomous snakes. The Koobi Fora deposits, rich in mammalian, molluscan and other fossil remains, have contributed more to the understanding of paleo-environments than any other site on the continent.;Lake Turkana National Parks;Kenya;;;;
Cultural;2009;1230;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/97be0ad15f5f5123af824e142c5b83af;kg;;Asia and the Pacific;Sulaiman-Too Sacred Mountain Kyrgyzstan dominates the Fergana Valley and forms the backdrop to the city of Osh, at the crossroads of important routes on the Central Asian Silk Roads. For more than one and a half millennia, Sulaiman was a beacon for travellers revered as a sacred mountain. Its five peaks and slopes contain numerous ancient places of worship and caves with petroglyphs as well as two largely reconstructed 16th century mosques. One hundred and one sites with petroglyphs representing humans and animals as well as geometrical forms have been indexed in the property so far. The site numbers 17 places of worship, which are still in use, and many that are not. Dispersed around the mountain peaks they are connected by footpaths. The cult sites are believed to provide cures for barrenness, headaches, and back pain and give the blessing of longevity. Veneration for the mountain blends pre-Islamic and Islamic beliefs. The site is believed to represent the most complete example of a sacred mountain anywhere in Central Asia, worshipped over several millennia.;Sulaiman-Too Sacred Mountain;Kyrgyzstan;;;;
Natural;1984;289;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/8802ab3822a8395aa8c27ea2ab43ff04;mw;Central and Southern Regions;Africa;Located at the southern end of the great expanse of Lake Malawi, with its deep, clear waters and mountain backdrop, the national park is home to many hundreds of fish species, nearly all endemic. Its importance for the study of evolution is comparable to that of the finches of the Galapagos Islands.;Lake Malawi National Park;Malawi;;;;
Cultural;2006;1222;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/29dbb3db58d84da35f9317364389d359;ir;Province of Kermanshah;Asia and the Pacific;Bisotun is located along the ancient trade route linking the Iranian high plateau with Mesopotamia and features remains from the prehistoric times to the Median, Achaemenid, Sassanian, and Ilkhanid periods. The principal monument of this archaeological site is the bas-relief and cuneiform inscription ordered by Darius I, The Great, when he rose to the throne of the Persian Empire, 521 BC. The bas-relief portrays Darius holding a bow, as a sign of sovereignty, and treading on the chest of a figure who lies on his back before him. According to legend, the figure represents Gaumata, the Median Magus and pretender to the throne whose assassination led to Darius’s rise to power. Below and around the bas-reliefs, there are ca. 1,200 lines of inscriptions telling the story of the battles Darius waged in 521-520 BC against the governors who attempted to take apart the Empire founded by Cyrus. The inscription is written in three languages. The oldest is an Elamite text referring to legends describing the king and the rebellions. This is followed by a Babylonian version of similar legends. The last phase of the inscription is particularly important, as it is here that Darius introduced for the first time the Old Persian version of his res gestae (things done). This is the only known monumental text of the Achaemenids to document the re-establishment of the Empire by Darius I. It also bears witness to the interchange of influences in the development of monumental art and writing in the region of the Persian Empire. There are also remains from the Median period (8th to 7th centuries B.C.) as well as from the Achaemenid (6th to 4th centuries B.C.) and post-Achaemenid periods.;Bisotun;Iran (Islamic Republic of);;;;
Cultural;2010;1346;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/a36d7cdc0a44a75a418643a2e0cfc93a;ir;;Asia and the Pacific;Tabriz has been a place of cultural exchange since antiquity and its historic bazaar complex is one of the most important commercial centres on the Silk Road. Tabriz Historic Bazaar Complex consists of a series of interconnected, covered, brick structures, buildings, and enclosed spaces for different functions. Tabriz and its Bazaar were already prosperous and famous in the 13th century, when the town, in the province of Eastern Azerbaijan, became the capital city of the Safavid kingdom. The city lost its status as capital in the 16th century, but remained important as a commercial hub until the end of the 18th century, with the expansion of Ottoman power. It is one of the most complete examples of the traditional commercial and cultural system of Iran.;Tabriz Historic Bazaar Complex;Iran (Islamic Republic of);;;;
Cultural;2012;1396;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/57c5cb41af2e6483dde86be26c027fb7;my;;Asia and the Pacific;Situated in the lush Lenggong Valley, the property includes four archaeological sites in two clusters which span close to 2 million years, one of the longest records of early man in a single locality, and the oldest outside the African continent. It features open-air and cave sites with Palaeolithic tool workshops, evidence of early technology. The number of sites found in the relatively contained area suggests the presence of a fairly large, semi-sedentary population with cultural remains from the Palaeolithic, Neolithic and Metal ages.;Archaeological Heritage of the Lenggong Valley;Malaysia;;;;
Cultural;2009;1315;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/f157e5c07b1b2ef85ad4e6d0709e66f2;ir;;Asia and the Pacific;Shushtar, Historical Hydraulic System, inscribed as a masterpiece of creative genius, can be traced back to Darius the Great in the 5th century B.C. It involved the creation of two main diversion canals on the river Kârun one of which, Gargar canal, is still in use providing water to the city of Shushtar via a series of tunnels that supply water to mills. It forms a spectacular cliff from which water cascades into a downstream basin. It then enters the plain situated south of the city where it has enabled the planting of orchards and farming over an area of 40,000 ha. known as Mianâb (Paradise). The property has an ensemble of remarkable sites including the Salâsel Castel, the operation centre of the entire hydraulic system, the tower where the water level is measured, damns, bridges, basins and mills. It bears witness to the know-how of the Elamites and Mesopotamians as well as more recent Nabatean expertise and Roman building influence.;Shushtar Historical Hydraulic System;Iran (Islamic Republic of);;;;
Cultural;2016;1506;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/c084fac6394827d01b6bbb0a7ffea9c0;ir;;Asia and the Pacific;Throughout the arid regions of Iran, agricultural and permanent settlements are supported by the ancient qanat system of tapping alluvial aquifers at the heads of valleys and conducting the water along underground tunnels by gravity, often over many kilometres. The eleven qanats representing this system include rest areas for workers, water reservoirs and watermills. The traditional communal management system still in place allows equitable and sustainable water sharing and distribution. The qanats provide exceptional testimony to cultural traditions and civilizations in desert areas with an arid climate.;The Persian Qanat;Iran (Islamic Republic of);;;;
Natural;1989;506;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/80439e54fae38a5e9d146a61e3464c8c;mr;Nouadhibou and Azefal;Arab States;Fringing the Atlantic coast, the park comprises sand-dunes, coastal swamps, small islands and shallow coastal waters. The contrast between the harsh desert environment and the biodiversity of the marine zone has resulted in a land- and seascape of outstanding natural significance. A wide variety of migrating birds spend the winter there. Several species of sea turtle and dolphin, used by the fishermen to attract shoals of fish, can also be found.;Banc d'Arguin National Park;Mauritania;;;;
Natural;2016;1505;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/b0fba2276383b63b35d4bee47c1692ae;ir;;Asia and the Pacific;The Lut Desert, or Dasht-e-Lut, is located in the south-east of the country. Between June and October, this arid subtropical area is swept by strong winds, which transport sediment and cause aeolian erosion on a colossal scale. Consequently, the site presents some of the most spectacular examples of aeolian yardang landforms (massive corrugated ridges). It also contains extensive stony deserts and dune fields. The property represents an exceptional example of ongoing geological processes.;Lut Desert;Iran (Islamic Republic of);;;;
Cultural;1993;659;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/e3451bfd16153f642e437d2382200ef4;ie;County Meath;Europe and North America;The three main prehistoric sites of the Brú na Bóinne Complex, Newgrange, Knowth and Dowth, are situated on the north bank of the River Boyne 50 km north of Dublin. This is Europe's largest and most important concentration of prehistoric megalithic art. The monuments there had social, economic, religious and funerary functions.;Brú na Bóinne - Archaeological Ensemble of the Bend of the Boyne;Ireland;;;;
Cultural;2006;1227;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/e3ee3ae19fe8b5483f03cc0133dc36d9;mu;Port Louis District;Africa;In the district of Port Louis, lies the 1,640 m2 site where the modern indentured labour diaspora began. In 1834, the British Government selected the island of Mauritius to be the first site for what it called ‘the great experiment’ in the use of ‘free’ labour to replace slaves. Between 1834 and 1920, almost half a million indentured labourers arrived from India at Aapravasi Ghat to work in the sugar plantations of Mauritius, or to be transferred to Reunion Island, Australia, southern and eastern Africa or the Caribbean. The buildings of Aapravasi Ghat are among the earliest explicit manifestations of what was to become a global economic system and one of the greatest migrations in history.;Aapravasi Ghat;Mauritius;;;;
Cultural;1993;670;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/14a4681cd6ca34b5f1233205387d71d0;it;City and Province of Matera, Region of Basilicata;Europe and North America;This is the most outstanding, intact example of a troglodyte settlement in the Mediterranean region, perfectly adapted to its terrain and ecosystem. The first inhabited zone dates from the Palaeolithic, while later settlements illustrate a number of significant stages in human history. Matera is in the southern region of Basilicata.;The Sassi and the Park of the Rupestrian Churches of Matera;Italy;;;;
Cultural;2012;1393;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/2403473e0d9f51e07d5bcd3bd09c4ad7;il;;Europe and North America;Situated on the western slopes of the Mount Carmel range, the site includes the caves of Tabun, Jamal, el-Wad and Skhul. Ninety years of archaeological research have revealed a cultural sequence of unparalleled duration, providing an archive of early human life in south-west Asia. This 54 ha property contains cultural deposits representing at least 500,000 years of human evolution demonstrating the unique existence of both Neanderthals andEarly Anatomically Modern Humans within the same Middle Palaeolithic cultural framework, the Mousterian. Evidence from numerous Natufian burials and early stone architecture represents the transition from a hunter-gathering lifestyle to agriculture and animal husbandry. As a result, the caves have become a key site of the chrono-stratigraphic framework for human evolution in general, and the prehistory of the Levant in particular.;Sites of Human Evolution at Mount Carmel: The Nahal Me’arot / Wadi el-Mughara Caves;Israel;;;;
Natural;2013;1410;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/0c7c671989e3fdeeb8fb5fb58a6e9224;mx;;Latin America and the Caribbean;The 714,566 hectare site comprises two distinct parts: the dormant volcanic Pinacate Shield of black and red lava flows and desert pavements to the east, and, in the west, the Gran Altar Desert with its ever changing and varied sand dunes that can reach a height of 200 metres. This landscape of dramatic contrast notably features linear, star and dome dunes as well as several arid granite massifs, some as high as 650 metres. The dunes emerge like islands from the sea of sand and harbour distinct and highly diverse plant and wildlife communities, including endemic freshwater fish species and the endemic Sonoran Pronghorn, which is only to be found in northwestern Sonora and in southwestern Arizona (USA). Ten enormous, deep and almost perfectly circular craters, believed to have been formed by a combination of eruptions and collapses, also contribute to the dramatic beauty of the site whose exceptional combination of features are of great scientific interest. The site is also a UNESCO Biosphere Reserve.;El Pinacate and Gran Desierto de Altar Biosphere Reserve;Mexico;;;;
Cultural;1994;712;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/1f8a2af03c4aa01a538373cb113ff376;it;Provinces of Padua, Rovigo, Treviso, Venice, Verona and Vicenza, Veneto Region;Europe and North America;Founded in the 2nd century B.C. in northern Italy, Vicenza prospered under Venetian rule from the early 15th to the end of the 18th century. The work of Andrea Palladio (1508–80), based on a detailed study of classical Roman architecture, gives the city its unique appearance. Palladio's urban buildings, as well as his villas, scattered throughout the Veneto region, had a decisive influence on the development of architecture. His work inspired a distinct architectural style known as Palladian, which spread to England and other European countries, and also to North America.;City of Vicenza and the Palladian Villas of the Veneto;Italy;;;;
Cultural;2014;1370;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/1fc142f912245e4843b94871ced8f640;il;;Europe and North America;The archaeological site contains some 3,500 underground chambers distributed among distinct complexes carved in the thick and homogenous soft chalk of Lower Judea under the former towns of Maresha and Bet Guvrin. Situated on the crossroads of trade routes to Mesopotamia and Egypt, the site bears witness to the region’s tapestry of cultures and their evolution over more than 2,000 years from the 8th century BCE—when Maresha, the older of the two towns was built—to the time of the Crusaders. These quarried caves served as cisterns, oil presses, baths, columbaria (dovecotes), stables, places of religious worship, hideaways and, on the outskirts of the towns, burial areas. Some of the larger chambers feature vaulted arches and supporting pillars.;Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves;Israel;;;;
Natural;2005;1182;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/709d17e6ef402051be721e3dc14a3332;mx;States of Baja California, Baja California Sur, Sonora, Sinaloa, and Nayarit;Latin America and the Caribbean;The site comprises 244 islands, islets and coastal areas that are located in the Gulf of California in north-eastern Mexico. The Sea of Cortez and its islands have been called a natural laboratory for the investigation of speciation. Moreover, almost all major oceanographic processes occurring in the planet’s oceans are present in the property, giving it extraordinary importance for study. The site is one of striking natural beauty in a dramatic setting formed by rugged islands with high cliffs and sandy beaches, which contrast with the brilliant reflection from the desert and the surrounding turquoise waters. It is home to 695 vascular plant species, more than in any marine and insular property on the World Heritage List. Equally exceptional is the number of fish species: 891, 90 of them endemic. The site, moreover, contains 39% of the world’s total number of species of marine mammals and a third of the world’s marine cetacean species.;Islands and Protected Areas of the Gulf of California;Mexico;;;;
Cultural;1995;717;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/b87d52a9dabc75fccbcbf73a1d9a2c4b;it;City and Province of Siena, Tuscany;Europe and North America;Siena is the embodiment of a medieval city. Its inhabitants pursued their rivalry with Florence right into the area of urban planning. Throughout the centuries, they preserved their city's Gothic appearance, acquired between the 12th and 15th centuries. During this period the work of Duccio, the Lorenzetti brothers and Simone Martini was to influence the course of Italian and, more broadly, European art. The whole city of Siena, built around the Piazza del Campo, was devised as a work of art that blends into the surrounding landscape.;Historic Centre of Siena;Italy;;;;
Cultural;2001;1025;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/2615f881fc74d2cd7188247cb1335b97;it;Province of Rome, Region of Latium;Europe and North America;The Villa d'Este in Tivoli, with its palace and garden, is one of the most remarkable and comprehensive illustrations of Renaissance culture at its most refined. Its innovative design along with the architectural components in the garden (fountains, ornamental basins, etc.) make this a unique example of an Italian 16th-century garden. The Villa d'Este, one of the first giardini delle meraviglie , was an early model for the development of European gardens.;Villa d'Este, Tivoli;Italy;;;;
Cultural;2016;1503;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/896b446f2450f228cbd5273ff5564d52;fm;;Asia and the Pacific;Nan Madol is a series of more than 100 islets off the south-east coast of Pohnpei that were constructed with walls of basalt and coral boulders. These islets harbour the remains of stone palaces, temples, tombs and residential domains built between 1200 and 1500 CE. These ruins represent the ceremonial centre of the Saudeleur dynasty, a vibrant period in Pacific Island culture. The huge scale of the edifices, their technical sophistication and the concentration of megalithic structures bear testimony to complex social and religious practices of the island societies of the period. The site was also inscribed on the List of World Heritage in Danger due to threats, notably the siltation of waterways that is contributing to the unchecked growth of mangroves and undermining existing edifices.;Nan Madol: Ceremonial Centre of Eastern Micronesia;Micronesia (Federated States of);;;;
Natural;2009;1237;https://data.opendatasoft.com/api/v2/catalog/datasets/world-heritage-list@public-us/files/dee8e949b10543049b115e55890e6357;it;;Europe and North America;The site of the Dolomites comprises a mountain range in the northern Italian Alps, numbering 18 peaks which rise to above 3,000 metres and cover 141,903 ha. It features some of the most beautiful mountain landscapes anywhere, with vertical walls, sheer cliffs and a high density of narrow, deep and long valleys. A serial property of nine areas that present a diversity of spectacular landscapes of international significance for geomorphology marked by steeples, pinnacles and rock walls, the site also contains glacial landforms and karst systems. It is characterized by dynamic processes with frequent landslides, floods and avalanches. The property also features one of the best examples of the preservation of Mesozoic carbonate platform systems, with fossil records.;The Dolomites;Italy;;;;
